node,alpha,func_vals
Temporalpole,0.727725743177325,3.377429813230983
Entorhinal,0.22772574317732497,2.919206646509394
Middletemporal,0.977725743177325,11.163189781849992
Amygdala,0.47772574317732497,2.684557167742823
Amygdala,0.10272574317732497,3.4663371909863585
Middletemporal,0.602725743177325,2.478158337419805
Inferiortemporal,0.852725743177325,3.7045116460450123
Temporalpole,0.35272574317732497,2.3836706537181906
Temporalpole,0.04022574317732497,4.0840920213374545
Inferiortemporal,0.540225743177325,2.223051729695628
Middletemporal,0.790225743177325,3.414587748215315
Amygdala,0.29022574317732497,2.766505758451101
Amygdala,0.915225743177325,4.911260780477122
Middletemporal,0.41522574317732497,2.338671791249645
Entorhinal,0.16522574317732497,3.2608272401082687
Temporalpole,0.665225743177325,3.033292411002862
Temporalpole,0.19647574317732497,2.9265828602464468
Inferiortemporal,0.696475743177325,2.859380885017991
Middletemporal,0.946475743177325,4.773208644695662
Amygdala,0.44647574317732497,2.6466003360042456
Entorhinal,0.821475743177325,3.7629777013948207
Temporalpole,0.32147574317732497,2.451286845305741
Middletemporal,0.07147574317732497,3.339804105349889
Amygdala,0.571475743177325,2.941803973945594
Temporalpole,0.883975743177325,3.8253177351086434
Inferiortemporal,0.38397574317732497,2.0891967117225048
Middletemporal,0.13397574317732497,3.050831430429764
Amygdala,0.633975743177325,3.2071217399722167
Amygdala,0.008975743177324969,4.274309014621176
Middletemporal,0.508975743177325,2.3140077201416194
Entorhinal,0.758975743177325,3.584125061072058
Temporalpole,0.25897574317732497,2.6490425374614337
Temporalpole,0.993350743177325,14.070202796824551
Entorhinal,0.49335074317732497,2.479670212768206
Middletemporal,0.743350743177325,3.141699406207758
Amygdala,0.24335074317732497,2.8827204861505877
Amygdala,0.868350743177325,3.827467271060717
Middletemporal,0.36835074317732497,2.4027169171946765
Inferiortemporal,0.11835074317732497,2.404323915724215
Temporalpole,0.618350743177325,2.779036871130169
Amygdala,0.805850743177325,3.775460678448412
Middletemporal,0.30585074317732497,2.524863443298685
Temporalpole,0.05585074317732497,3.9270825994357845
Entorhinal,0.555850743177325,2.6402138065003307
Amygdala,0.18085074317732497,3.0997197028827097
Middletemporal,0.680850743177325,2.7919983738308662
Inferiortemporal,0.930850743177325,3.8434680039032547
Temporalpole,0.43085074317732497,2.3028515345228193
Temporalpole,0.962100743177325,12.475639644624017
Entorhinal,0.46210074317732497,2.4443168438090175
Middletemporal,0.21210074317732497,2.7775510222882547
Amygdala,0.712100743177325,3.5399494262995814
Amygdala,0.08710074317732497,3.5524472779710967
Middletemporal,0.587100743177325,2.4341458487118914
Inferiortemporal,0.837100743177325,3.6469007093870496
Temporalpole,0.33710074317732497,2.415889016003942
Temporalpole,0.14960074317732497,3.1942204914749452
Inferiortemporal,0.649600743177325,2.6084364363089345
Middletemporal,0.899600743177325,3.808444628110587
Amygdala,0.39960074317732497,2.6308540561557745
Amygdala,0.774600743177325,3.7212717756050675
Middletemporal,0.27460074317732497,2.60086601475782
Entorhinal,0.02460074317732497,5.056416369126405
Temporalpole,0.524600743177325,2.413303410484498
Temporalpole,0.12616324317732497,3.3501382607914123
Entorhinal,0.626163243177325,2.9472217036376036
Middletemporal,0.876163243177325,3.7656409427617312
Amygdala,0.37616324317732497,2.640864854816639
Amygdala,0.751163243177325,3.6651604409591667
Middletemporal,0.25116324317732497,2.6635444119392115
Inferiortemporal,0.0011632431773249685,2.9027504624366642
Temporalpole,0.501163243177325,2.3633620882120385
Temporalpole,0.938663243177325,8.345921491684345
Inferiortemporal,0.43866324317732497,2.093578040439147
Middletemporal,0.18866324317732497,2.85468985970515
Amygdala,0.688663243177325,3.4483971818970445
Amygdala,0.06366324317732497,3.7022738729284943
Middletemporal,0.563663243177325,2.3836490853264864
Entorhinal,0.813663243177325,3.7465874823179357
Temporalpole,0.31366324317732497,2.473862205427178
Temporalpole,0.844913243177325,3.7820620730099836
Inferiortemporal,0.34491324317732497,2.1063431493180844
Middletemporal,0.09491324317732497,3.2212180823439365
Amygdala,0.594913243177325,3.0362139023899717
Entorhinal,0.21991324317732497,2.956025328322828
Temporalpole,0.719913243177325,3.3363659768236773
Middletemporal,0.969913243177325,9.724194610425272
Amygdala,0.46991324317732497,2.6733754469043665
Temporalpole,0.03241324317732497,4.165644875581018
Inferiortemporal,0.532413243177325,2.2059443741726303
Middletemporal,0.782413243177325,3.371164427329548
Amygdala,0.28241324317732497,2.7820290779859786
Amygdala,0.907413243177325,3.955508754311389
Middletemporal,0.40741324317732497,2.347806573686953
Entorhinal,0.15741324317732497,3.3148062861145533
Temporalpole,0.657413243177325,2.9890540120626645
Temporalpole,0.860538243177325,3.804314059631745
Entorhinal,0.36053824317732497,2.504551453083972
Middletemporal,0.11053824317732497,3.1493580600267186
Amygdala,0.610538243177325,3.1025183776348446
Amygdala,0.985538243177325,14.61856586715156
Middletemporal,0.48553824317732497,2.305088716771751
Inferiortemporal,0.735538243177325,3.093470823014335
Temporalpole,0.23553824317732497,2.744118830904833
Amygdala,0.17303824317732497,3.129781720508145
Middletemporal,0.673038243177325,2.7537642569348466
Temporalpole,0.923038243177325,5.001777374339464
Entorhinal,0.42303824317732497,2.4373513538844715
Amygdala,0.798038243177325,3.7639120799965484
Middletemporal,0.29803824317732497,2.542164786077954
Inferiortemporal,0.04803824317732497,2.567094063942661
Temporalpole,0.548038243177325,2.481487770590539
Temporalpole,0.07928824317732497,3.713006092652162
Entorhinal,0.579288243177325,2.7303070157666096
Middletemporal,0.829288243177325,3.6089264279049096
Amygdala,0.32928824317732497,2.694700434926636
