node,alpha,func_vals
Temporalpole,0.727725743177325,3.240333540909639
Entorhinal,0.22772574317732497,3.1193913258103496
Middletemporal,0.977725743177325,10.221716820813802
Amygdala,0.47772574317732497,2.7562460226232366
Amygdala,0.10272574317732497,3.9471686026405397
Middletemporal,0.602725743177325,2.4218903812091144
Inferiortemporal,0.852725743177325,3.446919659742853
Temporalpole,0.35272574317732497,2.538972831239418
Temporalpole,0.04022574317732497,4.807812230927146
Inferiortemporal,0.540225743177325,2.454943349569797
Middletemporal,0.790225743177325,3.0344452110420916
Amygdala,0.29022574317732497,3.0078703495447088
Amygdala,0.915225743177325,4.298557108566985
Middletemporal,0.41522574317732497,2.636476041645119
Entorhinal,0.16522574317732497,3.475119830654761
Temporalpole,0.665225743177325,2.9162401339069817
Temporalpole,0.19647574317732497,3.338840236299361
Inferiortemporal,0.696475743177325,2.611984393058191
Middletemporal,0.946475743177325,4.086751141853239
Amygdala,0.44647574317732497,2.743663985315121
Entorhinal,0.821475743177325,3.6657478698756165
Temporalpole,0.32147574317732497,2.650723748495496
Middletemporal,0.07147574317732497,3.6833493424103914
Amygdala,0.571475743177325,2.945489417208108
Temporalpole,0.883975743177325,3.806152979223348
Inferiortemporal,0.38397574317732497,2.6186905450158964
Middletemporal,0.13397574317732497,3.461102522923842
Amygdala,0.633975743177325,3.1695254415834926
Amygdala,0.008975743177324969,4.667653333018108
Middletemporal,0.508975743177325,2.4662050433117426
Entorhinal,0.758975743177325,3.4183357386285103
Temporalpole,0.25897574317732497,2.9475426788829417
Temporalpole,0.993350743177325,14.405190882887693
Entorhinal,0.49335074317732497,2.50146209997743
Middletemporal,0.743350743177325,2.777761663915544
Amygdala,0.24335074317732497,3.180626126932843
Amygdala,0.868350743177325,3.8100990053551875
Middletemporal,0.36835074317732497,2.7512871567178765
Inferiortemporal,0.11835074317732497,3.0756037470967086
Temporalpole,0.618350743177325,2.691146031253881
Amygdala,0.805850743177325,3.7247153290150625
Middletemporal,0.30585074317732497,2.9215674699478527
Temporalpole,0.05585074317732497,4.621606030307774
Entorhinal,0.555850743177325,2.5970609914713054
Amygdala,0.18085074317732497,3.474678943493521
Middletemporal,0.680850743177325,2.543158420032004
Inferiortemporal,0.930850743177325,3.816700222131834
Temporalpole,0.43085074317732497,2.364503822446111
Temporalpole,0.962100743177325,13.122363252743158
Entorhinal,0.46210074317732497,2.4953669077394345
Middletemporal,0.21210074317732497,3.2030762103942183
Amygdala,0.712100743177325,3.470227368595848
Amygdala,0.08710074317732497,4.050616401236402
Middletemporal,0.587100743177325,2.4176795889001044
Inferiortemporal,0.837100743177325,3.342103420439729
Temporalpole,0.33710074317732497,2.5919965801328457
Temporalpole,0.14960074317732497,3.6958030638809447
Inferiortemporal,0.649600743177325,2.504942958666011
Middletemporal,0.899600743177325,3.7105059048034503
Amygdala,0.39960074317732497,2.7657277996778147
Amygdala,0.774600743177325,3.6575678058324153
Middletemporal,0.27460074317732497,3.0120326635276817
Entorhinal,0.02460074317732497,5.114157098769622
Temporalpole,0.524600743177325,2.393605355585014
Temporalpole,0.12616324317732497,3.9004138972293196
Entorhinal,0.626163243177325,2.824157241784151
Middletemporal,0.876163243177325,3.58652667481833
Amygdala,0.37616324317732497,2.796228591489976
Amygdala,0.751163243177325,3.595457448096329
Middletemporal,0.25116324317732497,3.082830014094669
Inferiortemporal,0.0011632431773249685,3.5804671693109293
Temporalpole,0.501163243177325,2.3597281782939943
Temporalpole,0.938663243177325,9.609585140678949
Inferiortemporal,0.43866324317732497,2.5457979033287024
Middletemporal,0.18866324317732497,3.2786073140622767
Amygdala,0.688663243177325,3.385166033768976
Amygdala,0.06366324317732497,4.222473310090696
Middletemporal,0.563663243177325,2.420692164706567
Entorhinal,0.813663243177325,3.639119556472735
Temporalpole,0.31366324317732497,2.685055702946302
Temporalpole,0.844913243177325,3.7258610225845747
Inferiortemporal,0.34491324317732497,2.675813330007087
Middletemporal,0.09491324317732497,3.5973596644614663
Amygdala,0.594913243177325,3.0232103979146476
Entorhinal,0.21991324317732497,3.1589382464297864
Temporalpole,0.719913243177325,3.2001464404016113
Middletemporal,0.969913243177325,8.60849091188772
Amygdala,0.46991324317732497,2.750394633843808
Temporalpole,0.03241324317732497,4.905315294332998
Inferiortemporal,0.532413243177325,2.458794299338339
Middletemporal,0.782413243177325,2.987641998709227
Amygdala,0.28241324317732497,3.0328163030853994
Amygdala,0.907413243177325,3.8321871597399877
Middletemporal,0.40741324317732497,2.655660481552775
Entorhinal,0.15741324317732497,3.528879485498289
Temporalpole,0.657413243177325,2.8766744730969815
Temporalpole,0.860538243177325,3.764423621282828
Entorhinal,0.36053824317732497,2.6328581146779855
Middletemporal,0.11053824317732497,3.5417551281861916
Amygdala,0.610538243177325,3.0795107269490045
Amygdala,0.985538243177325,14.46977830594847
Middletemporal,0.48553824317732497,2.4994420539872015
Inferiortemporal,0.735538243177325,2.754659828932096
Temporalpole,0.23553824317732497,3.0834782723251553
Amygdala,0.17303824317732497,3.5162110587126016
Middletemporal,0.673038243177325,2.5228917945693374
Temporalpole,0.923038243177325,6.167305192113737
Entorhinal,0.42303824317732497,2.519310068776018
Amygdala,0.798038243177325,3.7094982675783674
Middletemporal,0.29803824317732497,2.9429902240321932
Inferiortemporal,0.04803824317732497,3.271290866079501
Temporalpole,0.548038243177325,2.4431465583960428
Temporalpole,0.07928824317732497,4.3611049942866
Entorhinal,0.579288243177325,2.6608046681872324
Middletemporal,0.829288243177325,3.2854489665357343
Amygdala,0.32928824317732497,2.892853296618566
