seed,SSE,r
Medialorbitofrontal,12.142400820241278,-0.4406318297008705
Rostralanteriorcingulate,12.138988002324433,-0.4645096856509433
Lingual,4.818507424518106,0.4200271977464147
Amygdala,2.7643347333728543,0.5442424615571412
Accumbens_area,9.933453640555859,-0.4124438530481765
Pericalcarine,4.815379355422172,0.3875003021307237
Superiortemporal,3.8495632645875326,0.45463682505503783
Isthmuscingulate,4.432583746939702,0.31189103522767847
Parsorbitalis,12.498864455700971,-0.35053350988835486
Thalamus_Proper,6.294630160418926,-0.5116252219401021
Caudalanteriorcingulate,11.672031837918777,-0.5003913039445953
Pallidum,6.398874330684553,-0.41496021533300376
Hippocampus,2.9574436955201895,0.5369994224170956
Precentral,12.058267840914361,-0.5426848207217094
Superiorfrontal,13.796990789585744,-0.46417170211514913
Caudalmiddlefrontal,11.876452683654074,-0.4502577773329105
Transversetemporal,4.022577920484708,0.35273991960704143
Fusiform,3.7344069378861433,0.6436437400082825
Insula,7.348335283640177,-0.2798969830087273
Lateralorbitofrontal,13.029442949552593,-0.4502433406678362
Frontalpole,11.288112901669953,-0.4496635235202973
Postcentral,8.921812451029105,-0.41268739287917394
Superiorparietal,6.676512162357574,0.17487172476467647
Temporalpole,2.882284051918149,0.6099246895351137
Cuneus,4.951644708531191,0.3624682647913932
Cerebellum_Cortex,4.330237671931695,-0.4636712589215595
Entorhinal,2.864436116713091,0.5827671624236416
Lateraloccipital,4.984717295043045,0.43819176153525335
Supramarginal,5.769080208871832,0.12059416144671235
Precuneus,5.854848496453698,0.1780395504830672
Middletemporal,3.079741903612959,0.6391964660580303
Paracentral,10.044102446119082,-0.539468275495617
Parsopercularis,11.626062742658394,-0.4248842471318791
Posteriorcingulate,8.102524317278334,-0.40639192270442975
Putamen,7.617245321805613,-0.41094039458312404
Bankssts,3.4699646812286895,0.5150249266526727
Parstriangularis,12.891928094792329,-0.3275290472598408
Inferiorparietal,3.761769595850165,0.5024447365635798
Parahippocampal,3.1109981520968417,0.5300174946773926
Caudate,9.893133377364112,-0.5034343735986841
Inferiortemporal,2.5647921013128263,0.7143312325396637
Rostralmiddlefrontal,13.475921759617163,-0.28659230661524165
