seed,SSE,r
Middletemporal,2.9018387699064156,0.6582885013565712
Bankssts,3.388375333990908,0.5334449046613644
Rostralmiddlefrontal,13.431261447941392,-0.29952258248577684
Cuneus,4.943205078360562,0.34876378090472576
Superiorparietal,6.757632048300154,0.16955089577248192
Temporalpole,2.6393624596760556,0.618388072502632
Parsorbitalis,12.322131535416872,-0.36165421726631636
Parahippocampal,3.070646931622579,0.5438967542489134
Isthmuscingulate,4.547985723341153,0.2761034510018425
Paracentral,9.962077766193605,-0.5333974061181341
Precuneus,6.179954818452325,0.1544871650405827
Postcentral,8.944412325161322,-0.41672294612990607
Pallidum,6.438673872315663,-0.3903170468770063
Cerebellum_Cortex,4.514676803337182,-0.49595600298360687
Insula,7.22917585685686,-0.2465474625185455
Precentral,11.983167291965186,-0.541580071124186
Putamen,7.591336740730126,-0.37566317084687495
Superiorfrontal,13.966652267445284,-0.46742447137895987
Caudalanteriorcingulate,11.768164388550963,-0.5079835898439524
Supramarginal,5.753226509748814,0.1252888292937673
Amygdala,2.8116401893126626,0.5481018198990072
Caudalmiddlefrontal,11.836959843401633,-0.4498402684505969
Medialorbitofrontal,11.915553845025393,-0.4414551308083004
Hippocampus,2.9161262171182516,0.5511683809732494
Posteriorcingulate,8.229218845135488,-0.40902683050577193
Lateralorbitofrontal,12.826718676622308,-0.4434057342980789
Lateraloccipital,4.968785445947568,0.4235771039280103
Parsopercularis,11.501681664139403,-0.4257342642417204
Thalamus_Proper,6.22041974276273,-0.4992181900765167
Transversetemporal,3.907546459579378,0.35238110812073575
Entorhinal,2.6440660144612997,0.5978439931837767
Lingual,4.744290032846466,0.4058701781948386
Inferiortemporal,2.4837384331247003,0.7243648989338154
Parstriangularis,12.646223627601673,-0.39361135411055076
Fusiform,3.642181313023071,0.6479517008942713
Superiortemporal,3.783103304029373,0.46934379735359394
Caudate,9.779729097053192,-0.5004340451525581
Frontalpole,11.138678649732565,-0.44918064423307785
Rostralanteriorcingulate,12.164742794513907,-0.46842122849632106
Pericalcarine,4.756795262054828,0.37340856483030527
Accumbens_area,9.7916756360925,-0.4046565569329465
Inferiorparietal,3.7912972469091772,0.4952860296977485
