seed,SSE,r
Inferiortemporal,2.6184499618246884,0.718019768442735
Rostralmiddlefrontal,13.450290387831467,-0.29049415280809426
Insula,7.206097427557103,-0.25300601190576233
Parsorbitalis,12.47858158183155,-0.3512942162932943
Supramarginal,5.69645636311278,0.1284233156059072
Superiorfrontal,13.831743905067068,-0.46772631734984504
Rostralanteriorcingulate,12.00095401150722,-0.4644903962703816
Lateraloccipital,5.1102734988238865,0.43158084459791063
Caudalmiddlefrontal,11.776654256640958,-0.45318241150344674
Precuneus,5.804104627639991,0.17962097594345924
Bankssts,3.6202977859204757,0.5109909958254293
Frontalpole,11.162503928391953,-0.4484991280086895
Amygdala,2.7552857507221273,0.55118272916443
Parstriangularis,12.809225712707873,-0.33277913807348314
Caudate,9.713544181482828,-0.5106425689272377
Temporalpole,2.758166148063642,0.6093598152482697
Medialorbitofrontal,12.063915761335267,-0.44144063178450377
Thalamus_Proper,6.265999939327405,-0.49748279767591147
Cuneus,4.995809857966601,0.3642904091467594
Middletemporal,3.1680054453432276,0.6360576186110716
Paracentral,9.950118700771453,-0.5306251462522303
Precentral,11.972366939084582,-0.5383841916420606
Superiortemporal,3.818934191058271,0.4564816844786532
Hippocampus,2.95134062917273,0.541779521800504
Inferiorparietal,3.729991703654819,0.5043085420770756
Lateralorbitofrontal,12.99557981357126,-0.44864701351125785
Parsopercularis,11.595032032884841,-0.42116649591152067
Postcentral,8.948708753733444,-0.4063357212730554
Posteriorcingulate,8.108355195159966,-0.39622971790313827
Entorhinal,2.79211443263555,0.5852364245745681
Transversetemporal,4.0206815591311935,0.3507978238361793
Putamen,7.562194614237807,-0.3931789645765312
Isthmuscingulate,4.451358680901673,0.31470789278827366
Cerebellum_Cortex,4.530206779757503,-0.5010349216101466
Fusiform,3.8149975813592043,0.6375872544570774
Accumbens_area,10.064408480792267,-0.41133860541258
Lingual,4.7747653994949495,0.416467530455886
Parahippocampal,3.104449716508909,0.5323151416263312
Superiorparietal,6.460915847455725,0.18673749297303027
Pericalcarine,4.840793227478626,0.38863400454511776
Caudalanteriorcingulate,11.637260386166698,-0.5028314258856835
Pallidum,6.498884704233201,-0.4301410823875348
