seed,SSE,r
Caudalmiddlefrontal,11.326459736713572,-0.44078216495913475
Fusiform,3.216623278538878,0.6596856554501829
Temporalpole,2.5254333601146373,0.5997778733600733
Parsopercularis,11.4348129115541,-0.39324601161811734
Superiorfrontal,14.178332654100252,-0.46039580366404786
Precuneus,5.865328410236154,0.09562164235824248
Bankssts,3.709318487361661,0.49279899249226106
Supramarginal,5.821974365468414,0.13560547059056885
Paracentral,9.239824439386,-0.4989526616713747
Superiortemporal,3.7942120883739854,0.4421161117533423
Caudate,9.699728432916388,-0.4666484380553311
Inferiorparietal,3.8109742833602436,0.4842352025987161
Insula,7.491476988729588,-0.29627397794038296
Thalamus_Proper,5.784273670818918,-0.44666078722536556
Inferiortemporal,2.242483237962164,0.7014521086262216
Rostralmiddlefrontal,12.527161387037564,-0.45479565249474385
Pericalcarine,4.69259636538551,0.3224944044610197
Putamen,7.631678810582535,-0.30255918946527927
Parstriangularis,11.62977284857063,-0.3932492005149192
Precentral,11.11247444093707,-0.5269261686716914
Hippocampus,3.026392899853202,0.5075666283386157
Cuneus,4.852617756539581,0.3027357974895664
Rostralanteriorcingulate,12.037662155917554,-0.4576845669898874
Cerebellum_Cortex,4.314001304532644,-0.4503482548296501
Lingual,4.930690174628594,0.3448141903471612
Pallidum,5.997633684363892,-0.30316542277702424
Postcentral,8.393012452483825,-0.3807764992897784
Posteriorcingulate,8.478847785237987,-0.3843588130086222
Medialorbitofrontal,11.730432980276447,-0.43310535096224845
Lateraloccipital,4.6590581925661025,0.3828273638352304
Middletemporal,2.5336745906016014,0.6502661570193254
Isthmuscingulate,5.068263592402504,0.12922933747350096
Amygdala,2.6960404691986053,0.5600667531253887
Caudalanteriorcingulate,11.50583434166563,-0.5037721260064728
Transversetemporal,3.7820371768183048,0.38048487219373944
Entorhinal,2.794267243330705,0.5504385447614705
Superiorparietal,6.366148661476701,0.1903208091300035
Lateralorbitofrontal,12.552441836078854,-0.4100533324290691
Frontalpole,10.97022090594449,-0.43781657354282666
Accumbens_area,9.611406792424843,-0.3808654636361516
Parahippocampal,3.4053547763789362,0.47993505808894404
Parsorbitalis,11.83906877212781,-0.3549821458898472
