seed,SSE,r
Precentral,12.438313935286727,-0.5601177929684824
Middletemporal,3.1899418798437904,0.6201158935807937
Lingual,4.812562261623865,0.4441353820771636
Superiorfrontal,14.210326809320577,-0.46361323345484123
Caudalmiddlefrontal,12.27294339645419,-0.47203842578208083
Parsorbitalis,12.145307087037116,-0.42065291895031354
Thalamus_Proper,5.513237813381802,-0.5048928747617277
Caudate,10.206058003751226,-0.5250687859159985
Parahippocampal,3.1489269216213875,0.511268800842117
Temporalpole,2.9330361252993926,0.6059267794756006
Posteriorcingulate,8.408339345394579,-0.42412757426271086
Pericalcarine,4.46530135120628,0.35993273309770263
Paracentral,9.824078596905109,-0.5676959112631784
Medialorbitofrontal,13.616347837667378,-0.44481055498458594
Rostralanteriorcingulate,13.257566167491994,-0.4478107729032041
Cerebellum_Cortex,4.260984497068225,-0.25335480200134625
Lateraloccipital,4.462607125757853,0.4359981883373073
Parsopercularis,12.012053584027273,-0.44057359789018413
Fusiform,3.7435820301944083,0.5919572425519288
Cuneus,4.551423184326103,0.351436489556431
Postcentral,8.746987082409248,-0.4114508391637414
Transversetemporal,3.990697264505427,0.4041588734386793
Inferiortemporal,2.944300550763992,0.6797062026318348
Lateralorbitofrontal,13.699495171734817,-0.4786881750318834
Parstriangularis,12.741576260162079,-0.40900199332756376
Isthmuscingulate,5.08512515762826,0.24139911803286557
Insula,7.068358260395651,-0.2616195341446144
Entorhinal,3.014006928890723,0.5489011307319139
Rostralmiddlefrontal,13.73674579186574,-0.2955952682051292
Supramarginal,5.597230749791331,0.18425843100984304
Putamen,8.175320513415775,-0.4080125724145757
Hippocampus,3.0937445776730397,0.5109697202181204
Superiortemporal,3.4987958901907374,0.5247267987214289
Precuneus,6.641559381446613,0.07440737230835483
Inferiorparietal,4.185107769014815,0.4730063308850898
Superiorparietal,6.883010425427376,0.14182153363405064
Amygdala,2.8357193908401683,0.5711095246556919
Caudalanteriorcingulate,12.189803636808938,-0.5110244695952486
Bankssts,3.1660253185549503,0.5501149038136737
Frontalpole,12.422112964048056,-0.4521824146013515
Accumbens_area,10.133822848855736,-0.4169004351734782
Pallidum,5.529827790998864,-0.37315152946921104
