seed,SSE,r
Parahippocampal,3.448560267103522,0.5196460677179382
Hippocampus,3.225506466056336,0.5233139104744725
Supramarginal,5.877839255406323,0.0972121811909403
Middletemporal,3.2392714496458064,0.6025664518319499
Pericalcarine,4.630739300214087,0.3824853654503467
Thalamus_Proper,5.676905491957241,-0.4758488388935174
Caudalmiddlefrontal,11.458840910383817,-0.46139154926837195
Superiorparietal,6.6394749712609045,0.16041544263166851
Fusiform,3.480024633409008,0.5934415582875312
Inferiorparietal,3.5883576529940213,0.4886081654415046
Lingual,5.334409102245783,0.4177155738916801
Isthmuscingulate,4.429350427142717,0.35213536161330933
Transversetemporal,4.0212380995562835,0.34012876447782575
Postcentral,9.56192447441008,-0.42065865653661627
Parsorbitalis,10.902834087349556,-0.41312642413658823
Caudalanteriorcingulate,11.083032620941905,-0.5073231273154093
Precentral,12.069921178072427,-0.5363904738173085
Medialorbitofrontal,11.127863688340764,-0.4309647942387274
Putamen,6.818262290552839,-0.306560673343889
Caudate,9.538173241433844,-0.49757574178514724
Cuneus,4.702263317808206,0.3535721028888786
Posteriorcingulate,7.430648319975741,-0.3585207457562987
Superiorfrontal,13.91463597831652,-0.46670159546857376
Parstriangularis,10.951044122581578,-0.41630110655693775
Lateraloccipital,5.10324986030068,0.42942671930365617
Accumbens_area,9.355590802904553,-0.3722256656619892
Temporalpole,2.958423067813625,0.4986724646610931
Rostralanteriorcingulate,11.382724339737443,-0.44757936883239186
Cerebellum_Cortex,4.360774831183854,-0.42216805416207476
Pallidum,6.955987549153013,-0.4451732026006063
Amygdala,3.6188134504576097,0.3403601015044152
Lateralorbitofrontal,11.59585597460195,-0.4197132281579985
Inferiortemporal,2.5970777450064584,0.7177639219219357
Precuneus,5.807089337159036,0.19505670778105988
Parsopercularis,10.582027991341906,-0.42777831792150917
Entorhinal,3.4226278983150737,0.4217609903850863
Frontalpole,9.992087717203855,-0.43276357534134213
Superiortemporal,3.813594376587994,0.4346204878506124
Bankssts,3.530817416497559,0.49612026965169187
Rostralmiddlefrontal,12.571263174926184,-0.45956296459442797
Insula,6.617225450686291,-0.15403357592688452
Paracentral,9.690572128787888,-0.5233742588513565
