seed,SSE,r
Rostralanteriorcingulate,12.032098605549747,-0.4779592582966879
Postcentral,9.11965528780532,-0.4035278158415598
Amygdala,2.976510405416814,0.4907149215263246
Pallidum,7.970804684357026,-0.4985474244980581
Thalamus_Proper,6.583799023592815,-0.4926102137831344
Caudate,10.21077776726232,-0.5095792721475286
Bankssts,3.5383507505926093,0.5195554185269762
Fusiform,3.4497701384601904,0.6239932998178259
Lateralorbitofrontal,12.922596375271237,-0.4220632555118742
Superiorparietal,6.133994899545062,0.2871942325772206
Frontalpole,10.782380482489588,-0.4635899496931259
Insula,7.007193110683854,-0.23931997249982556
Temporalpole,2.5018750723475196,0.6333785052771744
Parsorbitalis,11.973608470359194,-0.37836817286194996
Transversetemporal,4.017252262829933,0.3411175129855974
Parstriangularis,12.143710629919706,-0.4144431325142324
Cerebellum_Cortex,4.456516707435318,-0.4941425163173807
Lingual,4.870770511542794,0.4167303096931283
Cuneus,4.891887609082953,0.3637078861787246
Lateraloccipital,4.820163791546005,0.44799733071011677
Rostralmiddlefrontal,13.486660814203221,-0.310630105590821
Accumbens_area,10.256590612338817,-0.42439415630936367
Precentral,12.208993819522707,-0.5464916760605567
Hippocampus,3.286647773819481,0.5404188413715035
Supramarginal,5.538055519434835,0.1707236538050715
Inferiortemporal,2.6153335380979135,0.718726774592831
Superiortemporal,3.805249044008841,0.4538932550087095
Parsopercularis,11.668004309602853,-0.4343720203864935
Middletemporal,3.3436438391896366,0.6270915670347705
Medialorbitofrontal,11.390998707504963,-0.4574266882450164
Inferiorparietal,3.682238886393734,0.5030203084986002
Caudalmiddlefrontal,12.154462278982393,-0.45668919665401375
Putamen,8.371529328060241,-0.41504714896657036
Precuneus,5.138690743846208,0.21517706209003637
Superiorfrontal,14.085373471961091,-0.47125165399397634
Parahippocampal,3.161761325466411,0.5249714399706259
Pericalcarine,4.689766857091689,0.3857744772040814
Posteriorcingulate,7.882911803159879,-0.39645168369232336
Entorhinal,2.9579074344521126,0.5457762352025815
Paracentral,10.269254004068584,-0.5612817714352224
Caudalanteriorcingulate,11.673088593313656,-0.5164012278927118
Isthmuscingulate,4.216006733034631,0.36220829767736784
