node,alpha,func_vals
Thalamus_Proper,0.727725743177325,3.7242265067985136
Supramarginal,0.22772574317732497,4.069458389072008
Bankssts,0.977725743177325,13.182843874629421
Putamen,0.47772574317732497,3.6815650726998483
Cuneus,0.10272574317732497,7.139644241115173
Inferiorparietal,0.602725743177325,3.7478287067326024
Fusiform,0.852725743177325,3.824448902153607
Hippocampus,0.35272574317732497,3.476888140835666
Parahippocampal,0.04022574317732497,7.734632509249183
Middletemporal,0.540225743177325,3.39683486781284
Cerebellum_Cortex,0.790225743177325,3.806172304187388
Lateralorbitofrontal,0.29022574317732497,5.311919080216363
Rostralmiddlefrontal,0.915225743177325,3.835412544577413
Entorhinal,0.41522574317732497,3.507126672847006
Isthmuscingulate,0.16522574317732497,5.861564949052373
Caudate,0.665225743177325,3.841226535880002
Hippocampus,0.19647574317732497,3.900753586198845
Inferiortemporal,0.696475743177325,3.613649895449484
Inferiorparietal,0.946475743177325,3.985668097452275
Rostralmiddlefrontal,0.44647574317732497,4.106722338766478
Supramarginal,0.821475743177325,3.807715374637372
Cerebellum_Cortex,0.32147574317732497,4.859847998349452
Middletemporal,0.07147574317732497,5.609005691212763
Medialorbitofrontal,0.571475743177325,4.259288628803753
Parahippocampal,0.883975743177325,3.842212787421371
Fusiform,0.38397574317732497,2.966795254402318
Lateraloccipital,0.13397574317732497,5.157443921140766
Lateralorbitofrontal,0.633975743177325,3.9030765542446404
Putamen,0.008975743177324969,7.188229745915047
Entorhinal,0.508975743177325,3.553146698903854
Isthmuscingulate,0.758975743177325,3.8273917451645936
Thalamus_Proper,0.25897574317732497,3.94920157676314
Caudate,0.993350743177325,13.106989498343854
Isthmuscingulate,0.49335074317732497,4.235676523228658
Entorhinal,0.743350743177325,3.812861715312568
Putamen,0.24335074317732497,4.0945556960022325
Lateralorbitofrontal,0.868350743177325,3.8291964174858646
Lateraloccipital,0.36835074317732497,3.8784334623855825
Middletemporal,0.11835074317732497,4.917430232934221
Parahippocampal,0.618350743177325,3.9790795286735454
Medialorbitofrontal,0.805850743177325,3.798150081406817
Bankssts,0.30585074317732497,3.538133709539736
Cerebellum_Cortex,0.05585074317732497,7.1488669511035585
Supramarginal,0.555850743177325,3.5597736659857806
Cuneus,0.18085074317732497,6.266083301071791
Inferiorparietal,0.680850743177325,3.759951103154106
Inferiortemporal,0.930850743177325,3.8362831942106284
Hippocampus,0.43085074317732497,3.39338269160967
Caudate,0.962100743177325,7.865619599796645
Caudalmiddlefrontal,0.46210074317732497,4.283406591521429
Inferiorparietal,0.21210074317732497,4.945576590361128
Rostralmiddlefrontal,0.712100743177325,3.7696949806451174
Lateralorbitofrontal,0.08710074317732497,6.977923903116908
Cerebellum_Cortex,0.587100743177325,3.999360965780779
Middletemporal,0.837100743177325,3.803547858892595
Medialorbitofrontal,0.33710074317732497,5.184069196521839
Hippocampus,0.14960074317732497,4.124511939373343
Fusiform,0.649600743177325,3.588434231366459
Lateraloccipital,0.899600743177325,3.8326978679710026
Cuneus,0.39960074317732497,4.725426012644506
Putamen,0.774600743177325,3.784107614864298
Bankssts,0.27460074317732497,3.663688969365819
Isthmuscingulate,0.02460074317732497,7.674179042860607
Thalamus_Proper,0.524600743177325,3.567390997573695
Thalamus_Proper,0.12616324317732497,4.572153549040087
Isthmuscingulate,0.626163243177325,3.934701105978465
Bankssts,0.876163243177325,3.832837253222705
Putamen,0.37616324317732497,3.774364557083852
Cuneus,0.751163243177325,3.8091195850991926
Lateraloccipital,0.25116324317732497,4.3466322478222095
Fusiform,0.0011632431773249685,7.479208396044252
Parahippocampal,0.501163243177325,3.9975392512612373
Medialorbitofrontal,0.938663243177325,3.836058441180236
Middletemporal,0.43866324317732497,3.3985023279997866
Cerebellum_Cortex,0.18866324317732497,5.596182396643191
Supramarginal,0.688663243177325,3.709357225140296
Rostralmiddlefrontal,0.06366324317732497,7.26437494131196
Inferiorparietal,0.563663243177325,3.7646203642467095
Caudalmiddlefrontal,0.813663243177325,3.8176749732669766
Caudate,0.31366324317732497,5.032986335548976
Hippocampus,0.844913243177325,3.817944240843841
Fusiform,0.34491324317732497,2.9574587504467016
Inferiorparietal,0.09491324317732497,6.043667058344461
Cuneus,0.594913243177325,3.9731610521276317
Supramarginal,0.21991324317732497,4.109678580290383
Thalamus_Proper,0.719913243177325,3.715403453467203
Bankssts,0.969913243177325,12.314632369884677
Medialorbitofrontal,0.46991324317732497,4.637850846920749
Parahippocampal,0.03241324317732497,8.066813645368892
Middletemporal,0.532413243177325,3.391592016760119
Lateraloccipital,0.782413243177325,3.7913844205501084
Lateralorbitofrontal,0.28241324317732497,5.35999447704575
Rostralmiddlefrontal,0.907413243177325,3.8347496572089517
Entorhinal,0.40741324317732497,3.5120113755552005
Isthmuscingulate,0.15741324317732497,5.920766643513754
Caudate,0.657413243177325,3.8493063226701736
Caudate,0.860538243177325,3.82225917931638
Isthmuscingulate,0.36053824317732497,4.731835283647616
Entorhinal,0.11053824317732497,5.099384487326802
Putamen,0.610538243177325,3.6953853364261353
Lateralorbitofrontal,0.985538243177325,13.174624167714288
Lateraloccipital,0.48553824317732497,3.642782215492601
Fusiform,0.735538243177325,3.748637269174545
Parahippocampal,0.23553824317732497,4.757468720428796
Medialorbitofrontal,0.17303824317732497,6.021615478362845
Bankssts,0.673038243177325,3.692563720097625
Cerebellum_Cortex,0.923038243177325,3.8358986230740295
Supramarginal,0.42303824317732497,3.536411823998326
Rostralmiddlefrontal,0.798038243177325,3.805837327318744
Inferiorparietal,0.29803824317732497,4.461961406906333
