node,alpha,func_vals
Entorhinal,0.727725743177325,2.9537036560584475
Temporalpole,0.22772574317732497,2.7202055144336352
Inferiortemporal,0.977725743177325,9.519947094441617
Amygdala,0.47772574317732497,3.2820664387803364
Amygdala,0.10272574317732497,4.150471116540413
Entorhinal,0.602725743177325,2.278700442551506
Inferiortemporal,0.852725743177325,3.2615929853228542
Amygdala,0.35272574317732497,3.2653312372501326
Amygdala,0.04022574317732497,4.724623569046091
Inferiortemporal,0.540225743177325,2.163127551858936
Entorhinal,0.790225743177325,3.3414242034044137
Temporalpole,0.29022574317732497,2.4602973728199142
Amygdala,0.915225743177325,3.870922790325435
Entorhinal,0.41522574317732497,1.9387080924617104
Temporalpole,0.16522574317732497,3.035025781831533
Entorhinal,0.665225743177325,2.5845175893539674
Amygdala,0.19647574317732497,3.6511488884928833
Inferiortemporal,0.696475743177325,2.381117112590294
Entorhinal,0.946475743177325,6.948475917255308
Amygdala,0.44647574317732497,3.2535721360077132
Temporalpole,0.821475743177325,3.5259692547924435
Entorhinal,0.32147574317732497,2.0584227959341304
Inferiortemporal,0.07147574317732497,2.738108161343093
Amygdala,0.571475743177325,3.457208276066689
Amygdala,0.883975743177325,3.8893933098874043
Inferiortemporal,0.38397574317732497,2.214079825495876
Entorhinal,0.13397574317732497,2.8330376056001896
Amygdala,0.633975743177325,3.625491246137748
Amygdala,0.008975743177324969,5.3307288798448464
Entorhinal,0.508975743177325,2.00082391427578
Temporalpole,0.758975743177325,3.1484400380737654
Entorhinal,0.25897574317732497,2.231788581558979
Entorhinal,0.993350743177325,13.999016535552505
Temporalpole,0.49335074317732497,2.095449907277981
Entorhinal,0.743350743177325,3.0517664306749945
Amygdala,0.24335074317732497,3.488756157566891
Amygdala,0.868350743177325,3.898129819556935
Entorhinal,0.36835074317732497,1.9788577658400135
Inferiortemporal,0.11835074317732497,2.5881493859595786
Amygdala,0.618350743177325,3.5820584970373184
Amygdala,0.805850743177325,3.9177925040014068
Inferiortemporal,0.30585074317732497,2.280630692539138
Entorhinal,0.05585074317732497,3.528014857892023
Temporalpole,0.555850743177325,2.177313090473687
Amygdala,0.18085074317732497,3.7175060176938013
Entorhinal,0.680850743177325,2.670621475264682
Inferiortemporal,0.930850743177325,3.802357323428977
Amygdala,0.43085074317732497,3.2412518581197696
Entorhinal,0.962100743177325,11.350988395656731
Temporalpole,0.46210074317732497,2.0949464011636976
Entorhinal,0.21210074317732497,2.416004215057004
Amygdala,0.712100743177325,3.820707931676822
Temporalpole,0.08710074317732497,3.538261538598985
Entorhinal,0.587100743177325,2.216828213323607
Inferiortemporal,0.837100743177325,3.1370525494127066
Amygdala,0.33710074317732497,3.2827904963453074
Amygdala,0.14960074317732497,3.8673024987202327
Inferiortemporal,0.649600743177325,2.268588900123737
Entorhinal,0.899600743177325,3.829039709210395
Amygdala,0.39960074317732497,3.2388562419984903
Amygdala,0.774600743177325,3.9058232792512135
Entorhinal,0.27460074317732497,2.1858544914359745
Temporalpole,0.02460074317732497,4.193399155499598
Entorhinal,0.524600743177325,2.032275479564453
Entorhinal,0.12616324317732497,2.8833982111422545
Temporalpole,0.626163243177325,2.404156132635398
Entorhinal,0.876163243177325,3.7692974850728795
Amygdala,0.37616324317732497,3.2473600027176714
Amygdala,0.751163243177325,3.8833961157041728
Entorhinal,0.25116324317732497,2.2575971116709037
Inferiortemporal,0.0011632431773249685,3.3965307032147165
Amygdala,0.501163243177325,3.3109815901218336
Amygdala,0.938663243177325,4.884696756292889
Inferiortemporal,0.43866324317732497,2.17746746844374
Entorhinal,0.18866324317732497,2.5248115797796187
Temporalpole,0.688663243177325,2.717369336869622
Amygdala,0.06366324317732497,4.465696322185762
Entorhinal,0.563663243177325,2.1360323572201256
Temporalpole,0.813663243177325,3.4827632900979757
Entorhinal,0.31366324317732497,2.076729007035696
Amygdala,0.844913243177325,3.9098533580608335
Inferiortemporal,0.34491324317732497,2.242672325838881
Entorhinal,0.09491324317732497,3.121601002593544
Amygdala,0.594913243177325,3.5173911498011834
Temporalpole,0.21991324317732497,2.7547231515180552
Entorhinal,0.719913243177325,2.9046250684746995
Inferiortemporal,0.969913243177325,7.113602520244597
Amygdala,0.46991324317732497,3.272186812678061
Amygdala,0.03241324317732497,4.830506210803214
Inferiortemporal,0.532413243177325,2.1635149268070997
Entorhinal,0.782413243177325,3.2944079764849694
Temporalpole,0.28241324317732497,2.4921031509662357
Amygdala,0.907413243177325,3.8755261644470607
Entorhinal,0.40741324317732497,1.942696645314245
Temporalpole,0.15741324317732497,3.078854967829025
Entorhinal,0.657413243177325,2.5412115335460235
Entorhinal,0.860538243177325,3.7118235392227215
Temporalpole,0.36053824317732497,2.2457855171231897
Entorhinal,0.11053824317732497,2.9973084328563147
Amygdala,0.610538243177325,3.55985867962089
Amygdala,0.985538243177325,14.414629951745106
Entorhinal,0.48553824317732497,1.9672724312728205
Inferiortemporal,0.735538243177325,2.5211869339586994
Amygdala,0.23553824317732497,3.5179747307988447
Amygdala,0.17303824317732497,3.752704806665619
Inferiortemporal,0.673038243177325,2.317918726990451
Entorhinal,0.923038243177325,3.8541856820170293
Temporalpole,0.42303824317732497,2.129013902804405
Amygdala,0.798038243177325,3.9160920799951433
Entorhinal,0.29803824317732497,2.115935742625589
Inferiortemporal,0.04803824317732497,2.843867992409475
Amygdala,0.548038243177325,3.40132442154471
Entorhinal,0.07928824317732497,3.2692929566136963
Temporalpole,0.579288243177325,2.2371570436020525
Entorhinal,0.829288243177325,3.5639166760032905
Amygdala,0.32928824317732497,3.2966117690070513
