node,alpha,func_vals
Entorhinal,0.727725743177325,3.0641274626952204
Temporalpole,0.22772574317732497,2.765672935816077
Inferiortemporal,0.977725743177325,9.786310337296404
Amygdala,0.47772574317732497,2.412821602921695
Amygdala,0.10272574317732497,2.9081044757622805
Entorhinal,0.602725743177325,2.287318286919083
Inferiortemporal,0.852725743177325,3.3617182384265147
Amygdala,0.35272574317732497,2.389878138106229
Amygdala,0.04022574317732497,3.1151581588001185
Inferiortemporal,0.540225743177325,1.959866023229583
Entorhinal,0.790225743177325,3.4574363927347647
Temporalpole,0.29022574317732497,2.4778208509296316
Amygdala,0.915225743177325,3.848270437925188
Entorhinal,0.41522574317732497,1.9135450591118055
Temporalpole,0.16522574317732497,3.114046129582763
Entorhinal,0.665225743177325,2.644398905295525
Amygdala,0.19647574317732497,2.6549112209768815
Inferiortemporal,0.696475743177325,2.3302464985930222
Entorhinal,0.946475743177325,7.9072696256168875
Amygdala,0.44647574317732497,2.378740187459247
Temporalpole,0.821475743177325,3.54755610465125
Entorhinal,0.32147574317732497,2.0621072065588546
Inferiortemporal,0.07147574317732497,2.1046956476970395
Amygdala,0.571475743177325,2.632524701973377
Amygdala,0.883975743177325,3.8378704316135366
Inferiortemporal,0.38397574317732497,1.9165557374701965
Entorhinal,0.13397574317732497,2.841890176638619
Amygdala,0.633975743177325,2.8925681613919605
Amygdala,0.008975743177324969,3.285744240790324
Entorhinal,0.508975743177325,1.970312639664829
Temporalpole,0.758975743177325,3.1473981213517375
Entorhinal,0.25897574317732497,2.2490910164410423
Entorhinal,0.993350743177325,14.039632073063888
Temporalpole,0.49335074317732497,2.000889663675096
Entorhinal,0.743350743177325,3.1687286615412806
Amygdala,0.24335074317732497,2.5478354728159758
Amygdala,0.868350743177325,3.82453179513024
Entorhinal,0.36835074317732497,1.9647007532671588
Inferiortemporal,0.11835074317732497,2.047033713544804
Amygdala,0.618350743177325,2.821475468953886
Amygdala,0.805850743177325,3.6999541497851562
Inferiortemporal,0.30585074317732497,1.9390105321975395
Entorhinal,0.05585074317732497,3.464038001367519
Temporalpole,0.555850743177325,2.064045447065573
Amygdala,0.18085074317732497,2.692716327535335
Entorhinal,0.680850743177325,2.745491194390862
Inferiortemporal,0.930850743177325,3.8117222837467
Amygdala,0.43085074317732497,2.3733463988694385
Entorhinal,0.962100743177325,11.980502353483793
Temporalpole,0.46210074317732497,2.0150861487378187
Entorhinal,0.21210074317732497,2.4336701310120117
Amygdala,0.712100743177325,3.294143403931463
Temporalpole,0.08710074317732497,3.654632827749919
Entorhinal,0.587100743177325,2.2155140345117386
Inferiortemporal,0.837100743177325,3.238521483732004
Amygdala,0.33710074317732497,2.4018788073032913
Amygdala,0.14960074317732497,2.7803658411422805
Inferiortemporal,0.649600743177325,2.1608868785420037
Entorhinal,0.899600743177325,3.8298018717320836
Amygdala,0.39960074317732497,2.3689710374329462
Amygdala,0.774600743177325,3.5901175252071975
Entorhinal,0.27460074317732497,2.1942708830159736
Temporalpole,0.02460074317732497,4.367706107584718
Entorhinal,0.524600743177325,2.0040246570399214
Entorhinal,0.12616324317732497,2.8950581676058116
Temporalpole,0.626163243177325,2.2983851964660658
Entorhinal,0.876163243177325,3.793196557466195
Amygdala,0.37616324317732497,2.372245223503219
Amygdala,0.751163243177325,3.488077488362243
Entorhinal,0.25116324317732497,2.2799923558487833
Inferiortemporal,0.0011632431773249685,2.4803825609654555
Amygdala,0.501163243177325,2.4464784713862118
Amygdala,0.938663243177325,4.14785571063774
Inferiortemporal,0.43866324317732497,1.9144442787484237
Entorhinal,0.18866324317732497,2.5419893305637467
Temporalpole,0.688663243177325,2.652633285530593
Amygdala,0.06366324317732497,3.0316332287853105
Entorhinal,0.563663243177325,2.121988877107051
Temporalpole,0.813663243177325,3.5049060916831913
Entorhinal,0.31366324317732497,2.0821821709137684
Amygdala,0.844913243177325,3.7926589718569215
Inferiortemporal,0.34491324317732497,1.9257271290944502
Entorhinal,0.09491324317732497,3.1103449797111606
Amygdala,0.594913243177325,2.7199923027960518
Temporalpole,0.21991324317732497,2.805201789464679
Entorhinal,0.719913243177325,3.0106116679262334
Inferiortemporal,0.969913243177325,7.411666804247658
Amygdala,0.46991324317732497,2.400197638646755
Amygdala,0.03241324317732497,3.1376176394523294
Inferiortemporal,0.532413243177325,1.9522069169547382
Entorhinal,0.782413243177325,3.4129802686546937
Temporalpole,0.28241324317732497,2.510009946686385
Amygdala,0.907413243177325,3.8473822132321414
Entorhinal,0.40741324317732497,1.9216201956374341
Temporalpole,0.15741324317732497,3.159006308848615
Entorhinal,0.657413243177325,2.5934704174063343
Entorhinal,0.860538243177325,3.7548836185374115
Temporalpole,0.36053824317732497,2.223940422104071
Entorhinal,0.11053824317732497,2.996139390915749
Amygdala,0.610538243177325,2.7852973164506962
Amygdala,0.985538243177325,14.153460238835354
Entorhinal,0.48553824317732497,1.9338021038680562
Inferiortemporal,0.735538243177325,2.5212254825522917
Amygdala,0.23553824317732497,2.565799029790365
Amygdala,0.17303824317732497,2.7129156897575704
Inferiortemporal,0.673038243177325,2.2383008298014753
Entorhinal,0.923038243177325,3.844259520896158
Temporalpole,0.42303824317732497,2.068637524766441
Amygdala,0.798038243177325,3.6752932057908074
Entorhinal,0.29803824317732497,2.122900722430819
Inferiortemporal,0.04803824317732497,2.144879536421141
Amygdala,0.548038243177325,2.559104849272136
Entorhinal,0.07928824317732497,3.2413470857287474
Temporalpole,0.579288243177325,2.1220112529374133
Entorhinal,0.829288243177325,3.6468982630177877
